"","Is.Non.Annual.","FRP.Active","CRM.Segment","School.Type","MDR.Low.Grade","MDR.High.Grade","Total.School.Enrollment","School.Sponsor","SPR.New.Existing","DepartureMonth","SingleGradeTripFlag","FPP.to.School.enrollment","SchoolSizeIndicator","Retained.in.2012.","NPS.2011","NPS.2008"
"1730","0",2,"6","PUBLIC",11,12,3000,"0","NEW","June","0",7,"L","0",9,7.91
"1733","0",2,"6","PUBLIC",11,12,2169,"0","EXISTING","June","0",1,"L","0",8.87,8.31
"1734","0",2,"7","PUBLIC",9,9,446,"0","EXISTING","June","0",254,"S-M","0",10,10
"1736","0",11,"6","PUBLIC",9,8,1078,"0","NEW","June","0",250,"L","0",10,8.8
"1737","0",27,"4","PUBLIC",12,6,845,"1","EXISTING","June","1",1062,"L","0",10,9.24
"1738","0",26,"10","Catholic",13,8,560,"0","EXISTING","June","1",1171,"S-M","1",10,10
"1739","0",24,"10","PUBLIC",13,8,490,"0","EXISTING","June","0",1429,"S-M","1",10,9.64
"1740","0",5,"10","PUBLIC",8,8,720,"0","NEW","June","0",162,"M-L","1",9.81,8.83
"1741","0",9,"5","Catholic",8,8,363,"0","NEW","June","0",891,"S-M","0",8,7.95
"1742","0",18,"5","PUBLIC",8,8,981,"0","EXISTING","June","1",802,"L","1",9,9.02
"1743","0",19,"10","PUBLIC",8,8,1026,"0","EXISTING","June","0",560,"L","1",9,9
"1744","0",15,"10","PUBLIC",8,8,1057,"0","EXISTING","June","1",365,"L","0",7,10
"1745","1",17,"10","PUBLIC",8,8,578,"0","NEW","June","0",867,"M-L","0",9,9.51
"1748","1",13,"10","PUBLIC",8,8,564,"0","NEW","June","0",724,"S-M","0",9,8.22
"1751","0",5,"10","PUBLIC",8,8,1070,"0","EXISTING","June","1",104,"L","1",9.77,8.97
"1752","0",27,"10","PUBLIC",8,8,727,"0","EXISTING","June","1",972,"M-L","1",8,10
"1753","0",38,"10","PUBLIC",7,8,797,"0","EXISTING","June","1",1155,"M-L","1",10,10
"1754","0",9,"10","PUBLIC",8,8,742,"0","EXISTING","June","0",317,"M-L","0",10,9.44
"1755","0",52,"10","PUBLIC",8,8,600,"1","EXISTING","June","1",1706,"M-L","1",8.8,8
"1756","0",6,"10","PUBLIC",8,8,514,"0","EXISTING","June","1",323,"S-M","0",8,8.35
"1757","0",10,"10","PUBLIC",8,8,365,"0","NEW","June","1",693,"S-M","1",10,9.68
"1758","0",10,"10","PUBLIC",8,8,350,"0","EXISTING","June","1",1237,"S-M","1",9.23,9.39
"1759","0",7,"10","PUBLIC",9,8,380,"0","EXISTING","June","0",507,"S-M","1",5,7
"1760","0",2,"10","PUBLIC",13,8,440,"0","NEW","June","0",113,"S-M","0",10,8.81
"1761","1",8,"10","PUBLIC",8,8,145,"0","EXISTING","June","0",1712,"S","0",9,9.26
"1762","0",3,"10","PUBLIC",7,8,698,"0","EXISTING","June","0",49,"M-L","1",9.63,9.4
"1764","0",9,"10","PUBLIC",8,12,235,"0","NEW","June","0",912,"S","0",10,9.53
"1766","0",8,"10","PUBLIC",9,12,150,"0","NEW","June","0",1505,"S","0",8,8.61
"1768","0",14,"10","PUBLIC",8,8,260,"0","NEW","June","0",1370,"S","0",10,9.67
"1769","0",14,"10","PUBLIC",8,8,613,"0","NEW","June","1",805,"M-L","1",10,9.775
"1771","0",4,"10","PUBLIC",8,8,300,"0","NEW","June","1",825,"S","1",10,9.41
"1772","0",0,"10","PUBLIC",8,8,1216,"0","EXISTING","June","0",11,"L","0",2,8.1
"1773","0",22,"10","PUBLIC",8,8,465,"0","NEW","June","0",1091,"S-M","0",10,9.71
"1774","1",9,"5","PUBLIC",9,8,1160,"0","NEW","June","1",198,"L","0",10,10
"1775","0",3,"10","PUBLIC",8,8,700,"0","EXISTING","June","0",120,"M-L","1",8.95,9.13
"1777","1",9,"10","PUBLIC",8,8,175,"0","NEW","June","0",1322,"S","0",10,9.67
"1778","0",20,"1","PUBLIC",8,8,1378,"0","EXISTING","June","1",492,"L","1",10,9.42
"1779","0",6,"4","PUBLIC",7,6,958,"0","NEW","June","0",228,"L","1",9,8.3
"1781","0",6,"10","PUBLIC",5,10,125,"0","NEW","June","0",1301,"S","0",9.04,8.585
"1784","0",2,"10","PUBLIC",8,8,582,"0","EXISTING","June","1",114,"M-L","1",9.78,9.37
"1785","0",23,"10","PUBLIC",8,8,527,"0","EXISTING","June","1",1484,"S-M","1",9,10
"1786","1",22,"10","PUBLIC",8,8,837,"0","EXISTING","June","0",1000,"L","0",9,8.265
"1787","0",15,"10","PUBLIC",9,8,539,"0","EXISTING","June","0",830,"S-M","1",10,9.6
"1788","0",14,"8","PUBLIC",11,9,730,"0","EXISTING","June","1",557,"M-L","0",9,9.23
"1789","0",4,"10","PUBLIC",8,8,746,"0","NEW","June","1",112,"M-L","1",10,9.17
"1790","0",19,"5","PUBLIC",8,8,998,"0","EXISTING","June","0",669,"L","1",10,9
"1791","0",13,"10","PUBLIC",8,8,120,"0","EXISTING","June","1",1691,"S","1",8,9.46
"1792","0",9,"10","PUBLIC",8,8,150,"0","NEW","June","0",1365,"S","0",9.91,9.89
"1793","0",74,"10","PUBLIC",8,8,775,"0","EXISTING","June","0",1776,"M-L","1",10,10
"1794","0",17,"10","PUBLIC",8,8,351,"0","EXISTING","June","0",1048,"S-M","1",9,9
"1795","0",11,"10","PUBLIC",9,9,791,"0","EXISTING","June","1",425,"M-L","1",8,9.09
"1796","0",93,"5","PUBLIC",8,8,545,"0","EXISTING","June","1",1884,"S-M","1",7,8
"1797","0",4,"4","PUBLIC",13,5,410,"0","EXISTING","June","1",278,"S-M","1",10,9.33
"1799","0",6,"10","PUBLIC",7,8,120,"0","NEW","June","0",1148,"S","0",10,9.01
"1801","0",7,"7","PUBLIC",8,8,1022,"0","EXISTING","June","0",145,"L","0",10,9.48
"1802","0",3,"5","PUBLIC",8,8,680,"0","EXISTING","June","0",221,"M-L","0",9.9,9.79
"1803","1",9,"10","PUBLIC",8,8,320,"0","NEW","June","0",772,"S","0",8,9.24
"1804","0",2,"10","PUBLIC",8,8,737,"0","EXISTING","June","0",43,"M-L","1",10,10
"1805","0",1,"10","PUBLIC",8,8,585,"0","NEW","June","1",325,"M-L","0",10,9.34
"1806","0",19,"10","PUBLIC",9,8,731,"0","NEW","June","1",909,"M-L","1",10,9.63
"1807","0",7,"5","PUBLIC",8,8,999,"0","NEW","June","0",333,"L","1",9,8.32
"1809","0",13,"5","PUBLIC",9,8,905,"0","NEW","June","1",483,"L","1",9.76,9.75
"1810","1",35,"10","PUBLIC",8,8,450,"0","NEW","June","0",1505,"S-M","1",10,10
"1811","0",8,"10","PUBLIC",8,8,180,"0","NEW","June","0",1303,"S","0",8,8.595
"1812","0",8,"4","PUBLIC",13,5,670,"0","NEW","June","0",570,"M-L","0",10,9.07
"1813","0",19,"10","PUBLIC",8,8,300,"0","NEW","June","0",1315,"S","1",9.52,9.48
"1814","0",5,"1","PUBLIC",8,8,260,"0","NEW","June","1",701,"S","0",9,8.94
"1817","0",9,"10","PUBLIC",8,8,727,"0","NEW","June","0",364,"M-L","1",9,8
"1819","0",23,"10","PUBLIC",8,12,280,"0","NEW","June","0",1614,"S","0",9.61,10
"1820","0",1,"10","PUBLIC",8,8,274,"0","NEW","June","1",528,"S","1",9.54,9.26
"1821","0",17,"10","PUBLIC",8,8,826,"0","NEW","June","1",576,"L","1",10,9.68
"1822","0",3,"10","PUBLIC",8,8,600,"0","NEW","June","0",110,"M-L","0",9.84,9.06
"1823","0",12,"10","PUBLIC",8,8,1249,"0","NEW","June","1",322,"L","0",7.99,8.44
"1825","0",33,"10","PUBLIC",7,8,809,"0","EXISTING","June","1",1009,"M-L","1",10,9
"1828","1",8,"10","PUBLIC",8,8,565,"0","EXISTING","June","0",723,"S-M","0",10,9.325
"1830","0",8,"5","PUBLIC",9,8,784,"0","EXISTING","June","0",368,"M-L","1",8,8.1
"1831","0",29,"5","PUBLIC",7,8,901,"0","NEW","June","1",856,"L","1",8,9.33
"1832","0",27,"4","PUBLIC",7,6,700,"0","EXISTING","June","1",1035,"M-L","1",10,9.35
"1834","0",4,"5","PUBLIC",8,8,360,"0","EXISTING","June","1",330,"S-M","1",9.445,9.11
"1835","0",2,"1","PUBLIC",8,8,1300,"0","NEW","June","1",10,"L","0",9.37,9.01
"1836","0",6,"5","PUBLIC",8,8,1020,"0","EXISTING","June","1",266,"L","1",9,8.32
"1838","0",1,"7","PUBLIC",8,8,300,"0","NEW","June","0",213,"S","0",8,8.46
"1839","0",11,"5","PUBLIC",8,8,700,"0","NEW","June","1",717,"M-L","0",9.17,9.13
"1840","0",10,"10","PUBLIC",8,8,1044,"0","EXISTING","June","1",234,"L","1",8,9.32
"1841","0",33,"10","PUBLIC",9,8,750,"0","EXISTING","June","1",1163,"M-L","1",9,10
"1843","0",27,"10","Catholic",9,12,114,"0","EXISTING","June","1",1893,"S","1",9.37,10
"1844","1",13,"5","PUBLIC",7,8,390,"0","EXISTING","June","0",852,"S-M","0",8,7.77
"1846","0",1,"5","PUBLIC",12,8,752,"0","NEW","June","1",72,"M-L","0",9.38,9.05
"1848","0",5,"4","PUBLIC",13,5,822,"0","EXISTING","June","0",315,"L","1",9,9.61
"1849","0",5,"10","PUBLIC",9,8,690,"0","NEW","June","1",177,"M-L","1",8.15,8.47
"1850","0",16,"10","PUBLIC",9,8,291,"0","NEW","June","0",1411,"S","0",9,9.42
"1851","0",4,"10","PUBLIC",12,8,130,"0","NEW","June","0",1188,"S","1",10,9.59
"1852","0",4,"5","PUBLIC",8,8,612,"0","EXISTING","June","0",157,"M-L","1",10,8.96
"1853","0",4,"10","PUBLIC",9,8,844,"0","NEW","June","0",238,"L","0",9.51,10
"1854","0",21,"5","Catholic",9,12,632,"0","EXISTING","June","0",1041,"M-L","1",9.87,10
"1855","0",2,"5","PUBLIC",12,8,598,"0","NEW","June","1",164,"M-L","0",9.74,9.25
"1856","0",9,"6","PUBLIC",8,8,1018,"0","EXISTING","June","0",409,"L","1",8,9.09
"1857","0",12,"5","PUBLIC",8,8,425,"0","NEW","June","0",790,"S-M","1",10,9.82
"1858","0",4,"10","PUBLIC",12,8,481,"0","NEW","June","0",459,"S-M","0",10,8.99
"1859","1",8,"10","PUBLIC",8,8,193,"0","EXISTING","June","1",1057,"S","1",9,10
"1860","1",10,"5","PUBLIC",8,8,342,"0","EXISTING","June","0",885,"S-M","1",7,9.31
"1861","0",11,"8","PUBLIC",11,12,2700,"0","NEW","June","0",69,"L","0",10,8.53
"1862","0",7,"5","PUBLIC",8,8,320,"0","EXISTING","June","1",935,"S","0",9.57,9.77
"1864","0",11,"10","PUBLIC",8,8,437,"0","NEW","June","0",771,"S-M","0",10,9.44
"1866","0",8,"10","PUBLIC",9,12,230,"0","NEW","June","0",1319,"S","1",9,8.2
"1867","0",8,"5","Catholic",12,8,275,"0","NEW","June","0",1146,"S","0",9,10
"1871","1",18,"10","PUBLIC",8,8,295,"0","EXISTING","June","0",1325,"S","0",9,8
"1872","0",5,"10","PUBLIC",8,8,1164,"0","EXISTING","June","1",174,"L","1",9.54,9.67
"1873","0",13,"5","PUBLIC",13,12,710,"0","EXISTING","June","1",734,"M-L","1",9,9
"1874","0",9,"5","PUBLIC",8,8,650,"0","EXISTING","June","0",585,"M-L","0",9.55,9
"1875","0",34,"10","PUBLIC",9,8,229,"0","EXISTING","June","1",1857,"S","1",10,10
"1876","0",24,"10","PUBLIC",8,12,525,"0","NEW","June","0",1030,"S-M","1",10,9.34
"1878","0",7,"4","PUBLIC",12,6,338,"0","EXISTING","June","0",566,"S","0",10,9.33
"1880","0",14,"5","PUBLIC",9,8,603,"0","NEW","June","1",846,"M-L","0",10,9.71
"1881","0",1,"4","PUBLIC",13,6,555,"0","NEW","June","0",123,"S-M","0",9.38,8.84
"1882","0",3,"10","PUBLIC",8,8,485,"0","EXISTING","June","0",96,"S-M","0",9.65,10
"1885","0",7,"10","PUBLIC",8,8,861,"0","EXISTING","June","0",191,"L","0",9,8.98
"1890","0",20,"10","PUBLIC",7,8,222,"0","EXISTING","June","0",1596,"S","1",10,9.476
"1891","0",0,"10","PUBLIC",7,8,479,"0","EXISTING","June","1",1376,"S-M","1",9.71,9.42
"1892","0",2,"10","PUBLIC",12,5,253,"0","EXISTING","June","0",720,"S","0",8.25,8.39
"1893","0",9,"10","PUBLIC",8,8,704,"0","EXISTING","June","1",827,"M-L","1",10,9.57
"1895","0",6,"2","PUBLIC",12,8,360,"0","NEW","June","0",1077,"S-M","1",9.36,8.12
"1896","0",41,"10","PUBLIC",9,12,354,"0","NEW","June","0",1813,"S-M","0",9,8.86
"1897","0",6,"10","CHD",12,8,215,"0","NEW","June","0",1166,"S","0",9.77,9.77
"1899","0",0,"4","Private non-Christian",12,6,331,"1","EXISTING","June","1",1750,"S","1",7.39,8.69
"1900","0",51,"5","CHD",13,8,720,"1","EXISTING","June","1",1669,"M-L","1",10,9
"1901","0",0,"4","PUBLIC",12,5,737,"1","EXISTING","June","1",1053,"M-L","0",6,9.36
"1903","0",23,"10","PUBLIC",12,8,1102,"0","NEW","June","0",817,"L","1",7,7.9
"1906","0",13,"10","PUBLIC",9,8,350,"0","EXISTING","June","0",1018,"S-M","0",9,8
"1909","0",6,"10","PUBLIC",13,12,648,"0","EXISTING","June","1",241,"M-L","1",8.25,8.25
"1910","1",10,"8","PUBLIC",11,12,1179,"0","EXISTING","June","0",270,"L","0",9,9.26
"1912","1",12,"5","PUBLIC",12,12,320,"0","NEW","June","0",1200,"S","0",10,9.61
"1913","1",13,"4","PUBLIC",13,5,758,"0","EXISTING","June","0",450,"M-L","0",9.64,9.27
"1915","0",5,"9","PUBLIC",9,9,1360,"0","EXISTING","June","0",68,"L","0",9,8.64
"1916","0",5,"4","PUBLIC",13,5,578,"0","EXISTING","June","0",328,"M-L","0",7,8.41
"1918","0",7,"4","PUBLIC",13,5,480,"0","NEW","June","0",502,"S-M","0",9.62,9.51
"1919","0",5,"10","PUBLIC",8,8,480,"0","NEW","June","1",549,"S-M","0",9.78,9.43
"1920","0",2,"1","PUBLIC",12,12,140,"0","NEW","June","0",341,"S","0",10,8.85
"1921","0",22,"2","PUBLIC",9,12,950,"0","NEW","June","0",969,"L","0",10,9.29
"1922","1",40,"10","PUBLIC",7,8,250,"0","EXISTING","June","0",1863,"S","0",8,8.515
"1923","0",0,"10","Private non-Christian",12,8,192,"1","EXISTING","June","1",1806,"S","1",9.55,9.1075
"1924","0",37,"5","PUBLIC",9,8,400,"0","NEW","June","0",1708,"S-M","1",10,9.36
"1925","0",0,"2","PUBLIC",13,8,285,"0","NEW","June","0",1773,"S","0",9.29,9
"1926","1",26,"5","Catholic",12,8,309,"0","EXISTING","June","0",1527,"S","0",9,9
"1928","0",11,"4","PUBLIC",12,5,615,"1","EXISTING","June","1",877,"M-L","1",8,9.14
"1929","0",25,"10","PUBLIC",8,8,705,"0","NEW","June","0",1104,"M-L","0",9,9.25
"1931","0",37,"10","PUBLIC",8,8,900,"0","EXISTING","June","1",1717,"L","0",8,9.34333333333333
"1934","1",13,"7","PUBLIC",8,8,505,"0","EXISTING","June","0",685,"S-M","0",10,9.35333333333333
"1935","0",2,"6","PUBLIC",8,8,1047,"0","EXISTING","June","0",58,"L","1",10,9.1
"1936","0",10,"6","PUBLIC",7,8,600,"0","NEW","June","0",520,"M-L","1",10,9.14
"1937","0",13,"5","PUBLIC",9,8,840,"0","EXISTING","June","0",374,"L","0",10,8.86
"1938","0",3,"4","PUBLIC",12,6,446,"0","EXISTING","June","1",1250,"S-M","0",10,9.46
"1939","1",4,"4","PUBLIC",12,5,741,"1","NEW","June","0",197,"M-L","0",10,10
"1940","0",29,"4","PUBLIC",12,5,500,"0","NEW","June","1",1493,"S-M","1",7.21,8
"1941","0",2,"4","PUBLIC",12,5,675,"0","NEW","June","1",50,"M-L","0",10,9.31
"1942","0",0,"4","PUBLIC",13,8,1200,"0","EXISTING","June","1",825,"L","0",10,9.39
"1943","0",0,"3","PUBLIC",1,7.73,601.96,"1","EXISTING","June","0",1056.98333333333,"","1",8.77,8.54
"1945","1",13,"5","CHD",12,12,720,"0","EXISTING","June","0",535,"M-L","0",10,9.42
"1946","1",25,"10","PUBLIC",8,8,850,"0","EXISTING","June","0",872,"L","0",9,9.02
"1947","0",10,"10","PUBLIC",8,8,729,"0","EXISTING","June","1",558,"M-L","1",10,9.8
"1948","0",4,"10","PUBLIC",9,8,800,"0","EXISTING","June","1",178,"M-L","1",10,8.92
"1949","0",4,"10","PUBLIC",12,8,726,"0","EXISTING","June","0",326,"M-L","1",9,9.1
"1951","1",11,"7","PUBLIC",1,8.03,592.966666666667,"0","EXISTING","June","0",780.53,"","0",10,9.53
"1952","0",80,"10","PUBLIC",8,8,1196,"0","EXISTING","June","1",1437,"L","1",9,8
"1953","0",8,"5","Catholic",12,8,682,"0","EXISTING","June","1",529,"M-L","1",8.64,8.395
"1954","0",0,"4","PUBLIC",2,8,800,"0","EXISTING","June","1",540,"M-L","1",10,9.32
"1955","1",2,"6","PUBLIC",9,8,564,"0","EXISTING","June","0",72,"S-M","0",9.44,9.34
"1956","0",3,"6","PUBLIC",11,12,730,"0","NEW","June","0",202,"M-L","0",10,8.96
"1957","0",13,"5","PUBLIC",9,8,442,"0","EXISTING","June","0",968,"S-M","1",9.91,10
"1958","0",4,"10","PUBLIC",12,8,614,"0","NEW","June","0",738,"M-L","0",9.81,10
"1960","0",4,"6","PUBLIC",8,8,794,"0","NEW","June","0",98,"M-L","0",9,9.06
"1961","0",33,"5","PUBLIC",8,8,894,"0","EXISTING","June","1",1145,"L","1",10,10
"1962","0",7,"5","PUBLIC",9,9,577,"0","NEW","June","0",614,"M-L","0",8,8.34
"1963","0",4,"6","PUBLIC",8,8,1183,"0","NEW","June","1",170,"L","0",6,1
"1964","0",8,"5","PUBLIC",8,8,889,"0","EXISTING","June","1",319,"L","1",10,9.67
"1965","0",13,"5","PUBLIC",12,8,840,"0","EXISTING","June","1",490,"L","1",8,8.41
"1966","0",29,"5","PUBLIC",9,8,483,"0","EXISTING","June","1",1441,"S-M","1",9,8
"1967","0",12,"5","PUBLIC",6,8,565,"0","EXISTING","June","1",511,"S-M","1",10,8
"1968","0",10,"10","PUBLIC",8,8,966,"0","EXISTING","June","1",522,"L","1",7,8.53
"1969","0",13,"5","PUBLIC",9,8,1017,"0","EXISTING","June","1",543,"L","1",10,8
"1970","0",7,"5","PUBLIC",8,8,1150,"0","NEW","June","1",277,"L","1",9,8.49
"1971","0",14,"5","PUBLIC",12,8,820,"0","EXISTING","June","1",674,"L","1",9,9.19
"1973","0",2,"6","PUBLIC",8,8,935,"0","EXISTING","June","0",47,"L","1",8.81,8
"1974","0",13,"4","Private non-Christian",13,8,300,"0","NEW","June","0",1084,"S","0",8,8.27
"1976","0",3,"8","PUBLIC",11,12,835,"0","NEW","June","0",60,"L","0",9.75,9.37
"1977","1",12,"7","CHD",1,7.92,610.88,"0","EXISTING","June","0",1086.72,"","0",10,9.25
"1979","0",3,"8","PUBLIC",11,12,1800,"0","NEW","June","0",39,"L","0",10,9.36
"1980","0",9,"10","PUBLIC",7,8,500,"0","EXISTING","June","1",651,"S-M","1",10,9.75
"1981","0",13,"10","CHD",13,8,478,"0","EXISTING","June","1",758,"S-M","1",10,10
"1982","0",6,"8","Catholic",11,12,496,"0","NEW","June","1",395,"S-M","1",10,9.2
"1983","0",16,"10","PUBLIC",9,8,558,"0","NEW","June","0",764,"S-M","0",10,9.58
"1984","0",8,"1","PUBLIC",8,8,846,"0","NEW","June","1",267,"L","1",10,9.33
"1985","0",22,"10","PUBLIC",8,8,1032,"0","EXISTING","June","1",747,"L","1",9,9.4
"1986","1",17,"10","PUBLIC",8,8,200,"0","NEW","June","0",1542,"S","0",10,9.65
"1987","1",15,"10","PUBLIC",7,8,434,"0","EXISTING","June","0",1548,"S-M","0",8.3,8.12
"1988","0",15,"10","PUBLIC",8,8,700,"0","EXISTING","June","1",853,"M-L","0",10,9
"1989","1",19,"5","PUBLIC",6,8,350,"0","EXISTING","June","0",1237,"S-M","0",8,9.41
"1990","0",15,"5","Catholic",12,8,645,"0","NEW","June","1",679,"M-L","1",10,9.43
"1991","0",0,"5","PUBLIC",12,8,810,"0","NEW","June","0",393,"M-L","0",10,8.675
"1993","0",16,"5","PUBLIC",9,9,579,"0","EXISTING","June","0",895,"M-L","1",9,8.14
"1994","1",7,"10","PUBLIC",7,8,230,"0","EXISTING","June","0",933,"S","0",10,8.95
"1995","0",11,"10","CHD",12,8,150,"0","NEW","June","0",1665,"S","0",6,10
"1996","0",11,"10","PUBLIC",9,12,107,"0","NEW","June","0",1678,"S","0",10,9.31
"1997","0",5,"5","PUBLIC",12,12,275,"0","NEW","June","0",525,"S","0",9.82,9.25
"1999","0",13,"5","PUBLIC",8,8,1180,"0","EXISTING","June","1",412,"L","1",10,7
"2000","1",13,"10","PUBLIC",8,8,691,"0","EXISTING","June","0",1063,"M-L","0",10,9.64
"2001","0",20,"5","PUBLIC",9,8,1065,"0","EXISTING","June","1",562,"L","1",10,10
"2003","0",7,"5","PUBLIC",8,8,1150,"0","EXISTING","June","1",144,"L","1",8.67,9
"2004","0",17,"5","PUBLIC",9,8,1118,"0","EXISTING","June","0",713,"L","1",10,10
"2005","0",13,"5","Catholic",12,8,277,"0","EXISTING","June","1",1449,"S","1",10,9
"2006","0",16,"10","PUBLIC",8,8,1400,"0","EXISTING","June","1",300,"L","1",10,9.48
"2009","1",10,"5","PUBLIC",8,8,973,"0","EXISTING","June","1",402,"L","1",9.74,10
"2011","0",28,"5","PUBLIC",8,8,973,"0","EXISTING","June","1",1027,"L","1",10,9.41
"2012","0",7,"8","PUBLIC",11,12,1769,"0","NEW","June","0",80,"L","0",7,8.9
"2014","0",18,"5","Catholic",12,8,600,"0","EXISTING","June","1",1212,"M-L","1",10,10
"2015","0",9,"1","PUBLIC",8,8,774,"0","EXISTING","June","0",499,"M-L","0",10,9.065
"2016","0",11,"4","PUBLIC",13,6,345,"0","NEW","June","1",1064,"S-M","0",9.52,9.08
"2017","0",16,"10","PUBLIC",7,8,1000,"0","EXISTING","June","1",635,"L","1",9,10
"2018","0",15,"10","PUBLIC",7,8,1017,"0","EXISTING","June","0",756,"L","1",9.78,10
"2019","0",12,"10","PUBLIC",8,8,1006,"0","EXISTING","June","1",503,"L","1",10,9
"2020","0",19,"10","PUBLIC",8,8,1083,"0","EXISTING","June","1",533,"L","1",9.79,9.6
"2021","0",15,"10","PUBLIC",9,8,321,"0","EXISTING","June","1",1645,"S","1",10,9
"2022","0",10,"10","PUBLIC",9,8,850,"0","NEW","June","1",404,"L","1",9,9.23
"2023","0",33,"4","PUBLIC",8,6,457,"0","EXISTING","June","1",1481,"S-M","1",9.42666666666667,9.19
"2024","0",18,"10","PUBLIC",8,8,268,"0","EXISTING","June","0",1536,"S","1",10,10
"2026","0",25,"10","PUBLIC",9,8,120,"0","EXISTING","June","1",1877,"S","1",8,8.54
"2028","1",35,"1","PUBLIC",12,8,195,"0","EXISTING","June","0",1821,"S","0",8,9.19
"2031","0",18,"10","Private non-Christian",13,8,300,"0","EXISTING","June","1",1466,"S","1",10,10
"2032","0",14,"10","PUBLIC",10,8,500,"0","EXISTING","June","0",1004,"S-M","1",8,9.32
"2033","1",25,"10","PUBLIC",8,8,524,"0","EXISTING","June","0",1285,"S-M","0",10,9.0575
"2034","0",18,"10","PUBLIC",8,8,1200,"0","EXISTING","June","1",609,"L","1",10,9.52
"2035","1",16,"5","PUBLIC",9,8,300,"0","EXISTING","June","0",1365,"S","0",8,9.22
"2036","0",21,"10","PUBLIC",8,8,730,"0","EXISTING","June","1",797,"M-L","1",10,9
"2037","0",6,"6","PUBLIC",8,8,1042,"0","NEW","June","0",176,"L","0",10,9.32
"2038","0",14,"5","PUBLIC",9,8,750,"0","EXISTING","June","0",572,"M-L","1",10,9.2
"2039","0",13,"10","CHD",13,11,164,"0","EXISTING","June","1",1491,"S","1",9.35,9
"2040","0",32,"10","PUBLIC",9,8,546,"0","EXISTING","June","0",1467,"S-M","1",9.87,10
"2042","0",2,"7","CHD",1,7.8,541.65,"0","NEW","June","0",724.95,"","0",7,8.43
"2043","0",2,"10","PUBLIC",8,8,1497,"0","NEW","June","0",29,"L","1",10,8.8
"2044","0",43,"6","PUBLIC",8,8,980,"0","EXISTING","June","1",1280,"L","1",10,10
"2046","0",3,"6","PUBLIC",8,8,913,"0","NEW","June","1",78,"L","1",10,9.46
"2047","0",5,"10","PUBLIC",7,8,773,"0","NEW","June","1",261,"M-L","1",10,9.39
"2049","0",7,"6","PUBLIC",8,8,691,"0","NEW","June","0",390,"M-L","0",10,9.17
"2050","0",18,"10","PUBLIC",8,8,487,"0","NEW","June","0",1519,"S-M","1",7,8.7
"2051","0",4,"8","PUBLIC",9,12,1000,"0","NEW","June","0",64,"L","0",9,8.77
"2052","0",1,"7","PUBLIC",1,8,616.77,"0","NEW","June","0",562,"","0",9.175,8.4
"2053","1",36,"5","PUBLIC",9,8,718,"0","EXISTING","June","0",1340,"M-L","0",10,10
"2055","1",9,"5","Private non-Christian",12,12,382,"0","EXISTING","June","0",953,"S-M","0",9.47,9.09
"2056","1",6,"5","PUBLIC",8,8,607,"0","EXISTING","June","0",712,"M-L","0",8.19,8.43
"2057","1",4,"10","PUBLIC",12,8,1200,"0","EXISTING","June","0",262,"L","0",9.1,9.06
"2058","0",21,"5","PUBLIC",7,8,483,"0","EXISTING","June","1",1441,"S-M","1",10,9.41
"2059","0",5,"6","PUBLIC",11,12,588,"0","EXISTING","June","0",321,"M-L","0",9.38,9.37
"2060","0",9,"8","PUBLIC",9,12,314,"0","NEW","June","0",661,"S","0",8,8.17
"2061","0",0,"7","PUBLIC",1,8.56,583.02,"0","EXISTING","June","1",1015.59,"","1",10,10
"2062","0",11,"10","PUBLIC",8,8,535,"0","EXISTING","June","1",617,"S-M","1",10,9.42
"2063","0",5,"10","PUBLIC",8,8,422,"0","EXISTING","June","1",616,"S-M","1",8,10
"2065","0",7,"10","PUBLIC",8,8,332,"0","NEW","June","0",691,"S","0",10,8.89
"2066","0",0,"10","Private non-Christian",6,8,300,"0","EXISTING","June","0",1691,"S","1",9.09,8.1
"2067","0",5,"4","PUBLIC",13,6,618,"0","NEW","June","0",152,"M-L","0",8.63,8.44
"2068","0",37,"10","PUBLIC",9,8,525,"0","EXISTING","June","1",1479,"S-M","1",10,10
"2069","0",10,"5","PUBLIC",9,8,630,"0","EXISTING","June","1",468,"M-L","1",9.53,10
"2070","0",19,"10","PUBLIC",9,8,400,"0","EXISTING","June","1",1163,"S-M","1",9.67,10
"2071","0",11,"7","PUBLIC",9,9,1403,"0","NEW","June","0",211,"L","1",10,8.72
"2073","0",4,"10","PUBLIC",9,8,661,"0","EXISTING","June","0",235,"M-L","1",9.89,10
"2074","0",10,"10","PUBLIC",7,8,356,"0","EXISTING","June","1",963,"S-M","1",10,10
"2076","0",3,"10","PUBLIC",13,12,470,"0","NEW","June","0",101,"S-M","0",10,9.32
"2078","0",16,"10","PUBLIC",8,8,682,"0","EXISTING","June","1",648,"M-L","1",6,9.66
"2080","0",3,"10","PUBLIC",12,8,480,"0","EXISTING","June","0",226,"S-M","1",10,9.32
"2081","1",11,"10","PUBLIC",7,8,405,"0","NEW","June","0",682,"S-M","0",10,10
"2082","0",20,"5","PUBLIC",8,8,1470,"0","NEW","June","0",468,"L","1",9.07,8.48
"2083","0",9,"10","PUBLIC",8,8,904,"0","EXISTING","June","0",312,"L","0",10,10
"2084","0",8,"5","PUBLIC",8,8,483,"0","EXISTING","June","0",588,"S-M","1",9.67,9.205
"2085","0",20,"8","PUBLIC",11,12,3000,"0","NEW","June","0",192,"L","0",8,8.12
